BIZRNO,ENT_NM,HDQTR_KOR_ADRS,HDQTR_KOR_DETAIL_ADRS,HDQTR_LEGAL_CD,HOMP_URL
1288711922,(주)올리비에홀딩스,"경기 고양시 일산동구 공릉천로 441-20, 5동",,4128511000,
1288711975,(주)켐트리,"경기 고양시 일산동구 호수로 358-39, 1013호",,4128510600,https://chemtree.kr/
1288712450,(주)더윈,"경기 고양시 일산동구 정발산로 43-20, 404호",,4128510400,
1288712921,(주)에스제이폼웍스,,,4127310400,
1288713463,(주)에스제이오토메이션,"경기 고양시 일산서구 킨텍스로 217-59 (대화동, 제2킨텍스)",제 2전시장 오피스동 702,4128710400,http://www.sjautomation.kr/
1288714012,(주)피에스컴퍼니,경기 파주시 조리읍 등원로105번길 94-33,,4148026223,
1288714031,해피유통(주),경기 고양시 일산서구 일현로 107,,4128710300,
1288714157,(주)삼양,"경기 고양시 일산동구 백마로 195, 10층 10001디호 (장항동,에스케이엠시티오피스)",,4128510400,
1288714477,보리떡광주리,,,4128510500,
1288714730,(주)아이에스앤로드테크,"경기 고양시 일산동구 고봉로 32-19 (장항동, 남정씨티프라자7차)",705호,4128510400,http://www.isandroadtech.co.kr/index.php
1288714803,(주)인하모니네트워크,경기 고양시 일산동구 하늘마을로93번길 22-3 (중산동),,4128510200,
1288714934,(주)하나플러스,경기 파주시 장터고개길 116,,4148010600,
1288715063,(주)명인교육,"경기 고양시 일산동구 일산로 255, 4층",,4128510500,
1288715331,주식회사 디에스메디,,,4128510200,
1288715495,(주)포던테크,"서울 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",,1129011200,
1288715952,(주)라인시스템,경기 파주시 하우안길 47-15,,4148010800,
1288715971,태승철강(주),"경기 고양시 일산동구 위시티4로 46, 204동 2904호 (식사동,위시티일산자이2단지)",,4128510100,
1288716330,(주)해준이앤지,"경기 고양시 일산동구 견달산로 260, 제나동호",,4128510100,
1288716927,(주)스미스클럽,경기 고양시 일산동구 일산로 418,,4128510300,
1288717284,(주)제이에스개발,"경기 고양시 일산동구 위시티로 6, 1001호 (식사동,더파인빌딩)",,4128510100,
1288717547,(주)크린자원산업,경기 고양시 일산동구 지영로196번길 183,,4128511000,www.크린자원산업.kr
1288717794,(주)유시스뱅크,경기 고양시 일산서구 강선로 49 (주엽동),,4128710200,
1288718978,(주)위드베이비,경기 고양시 일산동구 성현로138번길 15,,4128511300,
1288719259,(주)노스글로벌,"경기 고양시 일산동구 중앙로1261번길 59 (장항동, 로얄프라자3)",,4128510400,
1288719263,마야아트(주),,,4128511300,
1288719360,(주)라온커뮤니케이션,,,4148010800,
1288719394,(주)에이치에스패널,경기 파주시 조리읍 은골길 83-30,,4148026224,
1288719924,리체파마(주),"경기 안양시 동안구 경수대로 613, 지하1층",,4117310400,
1288720566,나경알텍(주),,,4159025627,
1288721264,(주)하모니병점,"경기 화성시 병점2로 30, 1층 (병점동,명신프라자)",,4159011700,
1288721833,(주)에코트레이드,"경기 의왕시 성고개로 53, 424,425,426호",,4143010900,
1288723224,솔브레인멤시스(주),경기 파주시 문산읍 돈유2로 35,,4148025023,www.soulbrainmemsys.com
1288800058,(주)더블유에스엠와이,"경기 고양시 일산동구 일산로 138 (백석동, 일산테크노타운)",607호,4128510600,
1288800529,(주)케르만,경기 수원시 권선구 권선로 578 (세류동),,4111312600,
1288800631,(주)골드아인스,"경기 하남시 조정대로 150, 1040호",,4145010800,
1288801042,(주)에이치엠파워넷,"경기 안양시 동안구 관평로69번길 8-18, 1층",,4117310300,
1289322041,충청농장,"경기 고양시 일산서구 송포로 346, 가동,나동",,4128710600,
1289382641,일산하이병원 ,,,4128510200,
1289434660,건누리병원,"경기 고양시 일산서구 강성로 275, 1,9층",,4128710400,
1290377233,명차공업사,"경기 용인시 기흥구 중부대로746번길 14-12 (상하동, 명차공업사)",,4146311700,
1290672210,동남보온공업사,,,4161025327,
1290916941,준희어페럴,,,4113110200,
1291272661,천수전자,,,4113310500,
1291371072,아시아self주유소성남점,경기 성남시 중원구 둔촌대로 235,,4113310900,
1291422092,(주)파웰코퍼레이션,경기 수원시 영통구 반달로7번길 40,,4111710500,
1291469326,온크씨엔피,"경기 파주시 직지길 368 (문발동, 대산인쇄공사)",,4148011500,옵셋인쇄.com
1291652886,일성TECH,,,4113310500,
1291873468,안성시청,,,,
1292231368,아이티씨이십일,"경기 성남시 분당구 미금일로 85, 208호",,4113511400,
1292738968,Rusd(루에스디),"서울 서초구 언남길 75 (양재동, 금정빌딩)",,1165010200,
1292914432,MS INTERNATIONAL,경기 용인시 처인구 모현면 외개일로 32 (일산리),,4146131024,
1293014175,서울나우병원,경기 성남시 분당구 분당로 43,,4113510500,www.nowmed.co.kr
1293355333,한통이앤씨,경기도 성남시,,4113511600,
1293373326,한샘아이디,,,4161025025,
1293659965,에어로모터스,경기 성남시 분당구 쇳골북로 28,,4113511100,
1293711196,어심원(eso무역),경기 광주시 곤지암읍 신만로409번길 58 (부항리),,4161025925,
1293773509,경기도성남교육지원청,"경기 성남시 분당구 양현로 20 (서현동, 성남교육청)",,4113510500,
1293904364,센스코,"경기 성남시 중원구 사기막골로 137 (상대원동, 중앙인더스피아5차)",,4113310500,
1294900197,정우정밀,,,,
1298015219,성남시다문화가족지원센터,"경기 성남시 중원구 광명로 377 (금광동, 신구대학)",평생교육관 302호,4113310300,
1298025454,성남시어린이급식관리지원센터,경기 성남시 중원구 광명로395번길 5-6 (금광동),,4113310300,
1298025495,효사랑요양원,"경기 성남시 중원구 둔촌대로 220 (하대원동, 대화빌딩)",,4113310900,
1298100028,경원건설(주),경기 성남시 분당구 안양판교로1201번길 161,,4113511000,www.nscc.co.kr
1298100047,광성씨알티(주),경기 광주시 도척면 도척로 694-35,,4161033022,www.kscrt.com
1298100178,(주)대웅,경기 성남시 중원구 갈마치로 244,,4113310500,www.daewoong.co.kr
1298100372,삼영전자공업(주),경기 성남시 중원구 사기막골로 47,,4113310500,www.samyoung.co.kr
1298100692,아비코전자(주),경기 성남시 중원구 둔촌대로388번길 31,,4113310500,www.abco.co.kr
1298101027,(주)샤니,경기 성남시 중원구 둔촌대로457번길 13,,4113310500,www.shany.co.kr
1298101686,(주)광성텍,"경기 성남시 중원구 사기막골로62번길 37, 1201호",,4113310500,www.kwangsungtech.com
1298101726,(주)코맥스,경기 성남시 중원구 둔촌대로 494,,4113310500,www.commax.com
1298102666,(주)에이스침대,경기 성남시 중원구 사기막골로105번길 42,,4113310500,www.acebed.com
1298102730,성남전기공업(주),경기 성남시 중원구 사기막골로9번길 16,,4113310500,www.sungnamelec.com
1298103200,(주)한국일측,경기 성남시 중원구 갈마치로288번길 57,,4113310500,www.koga.co.kr
1298103326,원광운수(주),,,4113310500,
1298103457,광명전기(주),경기 성남시 중원구 갈마치로203번길 12,,4113310500,www.kme.co.kr
1298103461,(주)위생기업사,,,4113310500,
1298103501,성남소방전기(주),경기도 성남시,,4113511600,
1298103909,서광공업(주),경기 안성시 일죽면 죽양대로 498-62,,4155039027,www.skvalve.co.kr
1298104081,성진택시(유),,,4113310900,
1298104723,서원건설(주),"경기 성남시 수정구 수정로 232, 2층 201호",,4113110100,
1298105004,(주)선일다이파스,경기 성남시 중원구 둔촌대로 555,,4113310500,
1298105116,성문전자(주),경기 평택시 세교산단로 61,,4122012000,www.smec-korea.co.kr
1298105571,(주)네이스코,경기 성남시 중원구 순환로 94,,4113310500,
1298105834,고려은단(주),경기 성남시 중원구 사기막골로 100,,4113310500,www.koreaeundan.com
1298106639,(주)대성그린테크,"경기 성남시 중원구 둔촌대로 537, 601호 (상대원동,쌍용아이티트윈타워1차)",,4113310500,www.edsgt.com
1298107002,(주)휴온스글로벌,"경기 성남시 분당구 판교로 253, C동 901호",,4113510900,www.huonsglobal.com
1298107206,비전물산(주),"경기 성남시 중원구 둔촌대로 531, B동 407호",,4113310500,www.visionbag.com
1298107244,(주)상미당홀딩스,경기 성남시 중원구 사기막골로31번길 18,,4113310500,www.pariscroissant.co.kr
1298107337,(주)고영,경기 성남시 수정구 성남대로 1222,,4113110300,
1298107996,(주)한성,"경기 성남시 분당구 판교역로146번길 20, 13층 판교오피스",,4113511000,www.hansunge.co.kr
1298108016,(주)부성양회,"경기 성남시 분당구 황새울로 234, 426호",,4113510200,
1298108340,(유)익수기업,,,4113310900,
1298109204,(유)두성,경기 성남시 수정구 산성대로 55,,4113110300,
1298109223,(유)투원주류,경기 성남시 수정구 설개로14번길 19-1,,4113111500,
1298109937,서영정밀(주),경기 화성시 양감면 정문송산로241번길 39,,4159040024,www.seo-young.com
1298110716,부성상운(주),"경기 성남시 분당구 황새울로 234, 1109호",,4113510200,
1298110939,(주)대영화공,경기 성남시 중원구 마지로 59,,4113310900,www.daychem.co.kr
1298111485,한국지역난방기술(주),"경기 성남시 분당구 분당로 55, 6층",,4113510500,www.kdhec.com
1298111694,성남시내버스(주),경기 성남시 분당구 판교로 774,,4113510700,
1298112048,현대파워시스템(주),경기 광주시 곤지암읍 광여로 115-1,,4161025921,www.upsland.co.kr
1298112145,서울산전(주),경기 성남시 중원구 사기막골로9번길 46,,4113310500,www.seouliec.co.kr
1298112257,경성주류(주),경기 성남시 분당구 동원로8번길 10,,4113511300,
1298114478,중일건설(주),"경기 성남시 중원구 둔촌대로 519, 1201호-1204호",,4113310500,www.joongil.net
1298114560,미성유통(주),경기 광주시 삼지곡길22번길 19,,4161010700,
1298114594,(주)시디즈,,,1171011200,
1298114838,(주)스펙스,"경기 성남시 분당구 판교로 723, B동 705-1호",,4113510700,www.specsvision.com
1298114880,지이헬스케어코리아(주),경기 성남시 중원구 순환로214번길 9,,4113310500,www.gemedicalsystems.com
1298114920,우창산업(주),경기 성남시 중원구 둔촌대로388번길 18,,4113310500,www.woochang.net
1298115031,코스텔(주),경기 성남시 중원구 사기막골로90번길 13,,4113310500,www.costel.com
1298115142,구주기술(주),"경기 성남시 분당구 백현로101번길 29, 5층",,4113510200,www.gujutec.co.kr
1298115327,(주)바이텔,"경기 성남시 중원구 사기막골로62번길 37, ,353-6 스타타워 710호",,4113310500,www.bitelpos.com
1298115332,동주건설(주),경기 성남시 중원구 시민로 7,,4113310100,
1298115399,(주)대광스테버,"경기 고양시 덕양구 으뜸로 50, 에이동 1107호, 1108호, 1109호, 1110호 (덕은동,덕은디엠씨 아이에스비)",,4128113100,www.dkstoeber.co.kr
1298115730,호리바에스텍코리아(주),경기 용인시 수지구 디지털벨리로 98,,4146510200,www.horiba.com
1298115797,시앤시인스트루먼트(주),,,4119010500,
1298115860,프로미넌트코리아(주),,,4146310700,www.prominent.co.kr
1298115991,(주)에스앤라이팅,경기 성남시 중원구 성남대로 1124,,4113310100,www.snlighting.com
1298116059,자일분당서비스(주),경기 성남시 분당구 탄천로 257,,4113510700,
1298116613,(주)다산네트웍스,"경기 성남시 분당구 대왕판교로644번길 49, 10층",,4113510900,www.dasannetworks.com
1298116739,(주)목련,"경기 성남시 중원구 갈마치로 234, 1층 103호",,4113310500,
1298116777,(주)다원건설,"경기 성남시 수정구 성남대로 1197, 6층",,4113110300,
1298117121,와이더블유(주),"경기 성남시 분당구 판교로 744, C동 801호",,4113510700,www.ywtc.com
1298117534,피에스케이홀딩스(주),경기 평택시 산단로15번길 28-11,,4122010300,www.pskholding.com
1298117683,(주)두비산업,경기 군포시 산본로77번안길 6,,4141010200,www.dobecolor.com
1298117908,(주)개미식품,경기 성남시 중원구 둔촌대로 477,,4113310500,www.kemyfood.co.kr
1298118514,(주)희성실업,경기 광주시 초월읍 장담길 96-13,,4161025327,
1298118528,(유)미래환경,,,4113310100,
1298118533,(주)은성실업,"경기 성남시 분당구 분당내곡로 159, A동 1005호",,4113510900,
1298118606,(유)에이엠엠케이,"경기 부천시 부천로136번길 27 (원미동, 원미어울마당, 경기도일자리재단)",,4119010100,www.ammk.co.kr
1298118760,우일씨앤텍(주),경기 평택시 포승읍 포승공단로118번길 28,,4122025621,www.wooilcnt.com
1298118926,(주)휘경건장,경기 남양주시 진건읍 고재로152번길 44-55,,4136025922,
1298119416,(주)세한전동,,,4113510700,
1298119435,(주)명보마블,,,4146125328,
1298119513,(주)한국파크,경기 성남시 중원구 사기막골로 145,,4113310500,www.atlasbag.co.kr
1298119610,에이에스엠엘코리아(유),경기 화성시 삼성1로5길 25,,4159012800,www.asml.com
1298119828,(주)맘모스제과,"경기 성남시 중원구 둔촌대로526번길 8 (상대원동, 거성기업)",,4113310500,http://www.mammos.co.kr/
1298120136,동양플러스(주),경기 광주시 오포읍 세피내길 122,,4161025021,www.dongyangmeat.com
1298120311,봉신로드셀(주),경기 오산시 가장산업서북로 55,,4137010600,www.loadcell.co.kr
1298120378,(주)씨프로,경기 성남시 중원구 갈마치로 214,,4113310500,www.cpro-cam.com
1298120591,(주)한국종합기술,경기 성남시 중원구 산성대로476번길 6,,4113310300,www.kecc.co.kr
1298120664,풍화산업개발(주),"경기 성남시 분당구 성남대로2번길 6, 807호",,4113511400,
1298120999,(주)베델,경기 성남시 수정구 수정로 27,,4113110300,
1298121232,이스트힐(주),"경기 수원시 권선구 오목천로132번길 33, 903호",,4111312800,www.ieasthill.com
1298121402,코웰전자(주),경기 안양시 동안구 갈산로86번길 41,,4117310400,http://cowellkorea.com/
1298121998,(주)켐트로닉스,"경기 성남시 분당구 대왕판교로644번길 49 (삼평동, 코리아벤처타운)",,4113510900,
1298122186,테마주택건설(주),경기 부천시 길주로 69,,4119010300,
1298122401,건국조경(주),"경기 수원시 영통구 청명로 89, 4층",,4111710500,
1298122435,(주)지아이티,"서울 송파구 마천로 87 (오금동, 지아이티빌딩)",,1171011200,www.gitauto.com
1298122788,싸이머코리아(유),경기 평택시 청북읍 한산길 61,,4122025930,www.cymer.com
1298122930,(주)아름방송네트워크,경기 성남시 분당구 성남대로343번길 14,,4113510300,www.abn.co.kr
1298123036,씨에스케이(주),경기 용인시 처인구 포곡읍 금어로 268,,4146125022,www.csk.kr
1298123638,코리아테크노(주),경기 광주시 오포읍 오포로 673-4,,4161025025,www.ktsemi.co.kr
1298123910,다우산업(주),"경기 성남시 분당구 성남대로172번길 24, 825호",,4113511100,www.dryvit.co.kr
1298123958,유씨티코리아(주),"경기 성남시 중원구 사기막골로 124, 에스케이엔테크노파크 메가센터 1107호",,4113310500,www.uctkorea.co.kr
1298123962,(주)한성건설,경기 성남시 중원구 둔촌대로 104-7,,4113310900,
